Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Year,Quarter,Month_Number,Month,Day,Day_Name
EK1077,2024-04-12,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8556,14.07,Spring,Long-haul,Medium,432287.31,58948.27,491235.58,298455.89,122287.04,57367.43,162807.33,29046.8,32532.42,37325.14,24835.02,24399.31,287853.81,36889.44,230486.37,86704.7,21349.4,332763.73,158471.85,0.3226,2024,2,4,April,12,Friday
EK1078,2024-04-12,DXB,FRA,DXB-FRA,Airbus A380,500,421,0.8409,13.39,Spring,Long-haul,Medium,425007.04,57955.5,482962.54,292370.05,119793.47,56197.65,159487.51,28454.51,31869.05,36564.04,24328.6,23901.79,281984.16,36137.22,225786.51,84936.7,20914.06,325978.32,156984.22,0.325,2024,2,4,April,12,Friday
EK1079,2024-04-13,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8559,12.16,Spring,Long-haul,Medium,492311.23,67133.35,559444.58,348632.0,142845.81,67011.99,190178.33,33930.12,38001.74,43600.21,29010.25,28501.3,336247.5,43091.25,269235.51,101281.41,24938.64,388707.64,170736.94,0.3052,2024,2,4,April,13,Saturday
EK1080,2024-04-15,DXB,FRA,DXB-FRA,Airbus A380,500,422,0.8437,13.22,Spring,Long-haul,Medium,477573.48,65123.66,542697.14,336312.2,137797.99,64643.95,183457.89,32731.11,36658.85,42059.48,27985.1,27494.14,324365.34,41568.51,259721.39,97702.38,24057.37,374971.67,167725.47,0.3091,2024,2,4,April,15,Monday
EK1081,2024-04-16,DXB,FRA,DXB-FRA,Airbus A380,500,426,0.8503,9.13,Spring,Long-haul,Medium,558424.2,76148.76,634572.96,403898.16,165490.15,77634.93,220325.96,39308.82,44025.88,50511.84,33609.04,33019.41,389550.44,49922.21,311915.52,117336.84,28891.99,450326.71,184246.25,0.2903,2024,2,4,April,16,Tuesday
EK1082,2024-04-17,DXB,FRA,DXB-FRA,Airbus A380,500,438,0.8751,11.87,Spring,Long-haul,Medium,420990.42,57407.79,478398.21,289012.43,118417.74,55552.27,157655.93,28127.73,31503.06,36144.13,24049.21,23627.29,278745.81,35722.22,223193.54,83961.27,20673.88,322234.73,156163.48,0.3264,2024,2,4,April,17,Wednesday
EK1083,2024-04-21,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8551,11.84,Spring,Long-haul,Medium,494136.65,67382.27,561518.92,350157.93,143471.04,67305.3,191010.73,34078.63,38168.07,43791.04,29137.23,28626.05,337719.23,43279.86,270413.94,101724.71,25047.79,390408.99,171109.93,0.3047,2024,2,4,April,21,Sunday
EK1084,2024-04-21,DXB,FRA,DXB-FRA,Airbus A380,500,422,0.8438,9.68,Spring,Long-haul,Medium,444097.11,60558.7,504655.81,308328.12,126332.01,59265.02,168192.62,30007.6,33608.52,38559.77,25656.5,25206.39,297375.35,38109.66,238110.33,89572.7,22055.59,343770.79,160885.02,0.3188,2024,2,4,April,21,Sunday
EK1085,2024-04-22,DXB,FRA,DXB-FRA,Airbus A380,500,429,0.8572,9.89,Spring,Long-haul,Medium,544672.12,74273.47,618945.59,392402.31,160779.92,75425.26,214054.98,38190.01,42772.81,49074.16,32652.45,32079.6,378462.95,48501.31,303037.69,113997.17,28069.65,437509.4,181436.19,0.2931,2024,2,4,April,22,Monday
EK1086,2024-04-22,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.855,10.28,Spring,Long-haul,Medium,540464.53,73699.71,614164.24,388885.04,159338.78,74749.19,212136.31,37847.69,42389.42,48634.28,32359.78,31792.06,375070.63,48066.57,300321.44,112975.36,27818.05,433587.81,180576.43,0.294,2024,2,4,April,22,Monday
EK1087,2024-04-22,DXB,FRA,DXB-FRA,Airbus A380,500,432,0.863,12.36,Spring,Long-haul,Medium,495763.25,67604.08,563367.33,351517.66,144028.16,67566.66,191752.46,34210.96,38316.28,43961.09,29250.37,28737.21,339030.66,43447.93,271464.0,102119.73,25145.06,391925.02,171442.31,0.3043,2024,2,4,April,22,Monday
EK1088,2024-04-22,DXB,FRA,DXB-FRA,Airbus A380,500,436,0.8703,13.86,Spring,Long-haul,Medium,502904.21,68577.85,571482.06,357487.05,146474.01,68714.06,195008.75,34791.93,38966.96,44707.63,29747.1,29225.22,344787.99,44185.75,276073.94,103853.9,25572.07,398580.59,172901.47,0.3025,2024,2,4,April,22,Monday
EK1089,2024-04-22,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8542,11.04,Spring,Long-haul,Medium,507831.83,69249.79,577081.62,361606.21,148161.77,69505.82,197255.75,35192.82,39415.96,45222.77,30089.86,29561.97,348760.83,44694.88,279255.02,105050.56,25866.72,403173.26,173908.36,0.3014,2024,2,4,April,22,Monday
EK1090,2024-04-25,DXB,FRA,DXB-FRA,Airbus A380,500,417,0.8331,11.46,Spring,Long-haul,Medium,522791.89,71289.8,594081.69,374111.85,153285.73,71909.58,204077.56,36409.91,40779.1,46786.74,31130.48,30584.33,360822.24,46240.59,288912.66,108683.59,26761.29,417116.44,176965.25,0.2979,2024,2,4,April,25,Thursday
EK1091,2024-04-25,DXB,FRA,DXB-FRA,Airbus A380,500,440,0.8782,10.47,Spring,Long-haul,Medium,529779.4,72242.64,602022.04,379952.96,155679.02,73032.32,207263.88,36978.39,41415.8,47517.23,31616.52,31061.85,366455.85,46962.56,293423.53,110380.49,27179.12,423628.98,178393.06,0.2963,2024,2,4,April,25,Thursday
EK1092,2024-04-29,DXB,FRA,DXB-FRA,Airbus A380,500,436,0.8702,8.29,Spring,Long-haul,Medium,573396.57,78190.44,651587.01,416414.08,170618.33,80040.66,227153.38,40526.92,45390.15,52077.09,34650.52,34042.61,401621.76,51469.19,321581.1,120972.85,29787.28,464281.36,187305.65,0.2875,2024,2,4,April,29,Monday
EK1093,2024-04-30,DXB,FRA,DXB-FRA,Airbus A380,500,426,0.8508,11.64,Spring,Long-haul,Medium,470526.49,64162.7,534689.19,330421.36,135384.32,63511.65,180244.45,32157.8,36016.73,41322.77,27494.92,27012.55,318683.77,40840.4,255172.12,95991.02,23635.98,368403.67,166285.52,0.311,2024,2,4,April,30,Tuesday
EK1094,2024-05-01,DXB,FRA,DXB-FRA,Airbus A380,500,434,0.8664,7.53,Spring,Long-haul,Medium,459024.42,62594.24,521618.66,320806.38,131444.76,61663.51,174999.49,31222.03,34968.68,40120.31,26694.84,26226.51,309410.34,39651.98,247746.82,93197.77,22948.19,357683.44,163935.22,0.3143,2024,2,5,May,1,Wednesday
EK1095,2024-05-02,DXB,FRA,DXB-FRA,Airbus A380,500,416,0.8307,12.66,Spring,Long-haul,Medium,479870.79,65436.93,545307.72,338232.6,138584.84,65013.08,184505.47,32918.01,36868.18,42299.65,28144.9,27651.13,326217.52,41805.88,261204.45,98260.27,24194.74,377112.82,168194.9,0.3084,2024,2,5,May,2,Thursday
EK1096,2024-05-03,DXB,FRA,DXB-FRA,Airbus A380,500,416,0.8306,8.73,Spring,Long-haul,Medium,487974.46,66541.97,554516.43,345006.74,141360.42,66315.16,188200.75,33577.3,37606.57,43146.83,28708.59,28204.93,332751.02,42643.17,266435.86,100228.23,24679.31,384665.65,169850.78,0.3063,2024,2,5,May,3,Friday
EK1097,2024-05-05,DXB,FRA,DXB-FRA,Airbus A380,500,439,0.8777,7.59,Spring,Long-haul,Medium,516977.35,70496.91,587474.26,369251.27,151294.2,70975.31,201426.12,35936.86,40249.29,46178.87,30726.02,30186.97,356134.32,45639.82,285159.01,107271.54,26413.59,411697.13,175777.13,0.2992,2024,2,5,May,5,Sunday
EK1098,2024-05-07,DXB,FRA,DXB-FRA,Airbus A380,500,434,0.8669,10.4,Spring,Long-haul,Medium,415450.7,56652.37,472103.07,284381.58,116520.34,54662.15,155129.8,27677.04,30998.28,35565.0,23663.87,23248.71,274279.46,35149.84,219617.31,82615.96,20342.62,317071.56,155031.51,0.3284,2024,2,5,May,7,Tuesday
EK1099,2024-05-07,DXB,FRA,DXB-FRA,Airbus A380,500,426,0.8502,8.97,Spring,Long-haul,Medium,558157.26,76112.35,634269.61,403675.01,165398.71,77592.03,220204.22,39287.11,44001.56,50483.93,33590.47,33001.17,389335.21,49894.62,311743.18,117272.01,28876.02,450077.91,184191.7,0.2904,2024,2,5,May,7,Tuesday
EK1100,2024-05-07,DXB,FRA,DXB-FRA,Airbus A380,500,425,0.8496,10.8,Spring,Long-haul,Medium,499646.82,68133.66,567780.48,354764.08,145358.32,68190.66,193523.37,34526.92,38670.15,44367.09,29520.51,29002.61,342161.75,43849.18,273971.09,103062.85,25377.28,395544.61,172235.87,0.3033,2024,2,5,May,7,Tuesday
EK1101,2024-05-08,DXB,FRA,DXB-FRA,Airbus A380,500,406,0.8102,10.31,Spring,Long-haul,Medium,498733.58,68009.13,566742.71,354000.67,145045.53,68043.92,193106.94,34452.62,38586.93,44271.62,29456.99,28940.2,341425.47,43754.83,273381.54,102841.07,25322.68,394693.45,172049.26,0.3036,2024,2,5,May,8,Wednesday
EK1102,2024-05-08,DXB,FRA,DXB-FRA,Airbus A380,500,434,0.8664,14.12,Spring,Long-haul,Medium,466014.87,63547.48,529562.35,326649.94,133839.05,62786.73,178187.15,31790.75,35605.64,40851.11,27181.09,26704.23,315046.32,40374.25,252259.59,94895.38,23366.2,364198.72,165363.63,0.3123,2024,2,5,May,8,Wednesday
EK1103,2024-05-09,DXB,FRA,DXB-FRA,Airbus A380,500,433,0.864,7.69,Spring,Long-haul,Medium,439440.87,59923.76,499364.63,304435.81,124737.2,58516.86,166069.36,29628.79,33184.24,38072.99,17599.06,24888.18,293621.3,37628.56,235104.44,88441.94,21777.16,339431.05,159933.58,0.3203,2024,2,5,May,9,Thursday
EK1104,2024-05-09,DXB,FRA,DXB-FRA,Airbus A380,500,435,0.8691,8.23,Spring,Long-haul,Medium,540924.71,73762.46,614687.17,389269.72,159496.4,74823.13,212346.16,37885.13,42431.35,48682.39,32391.79,31823.51,375441.65,48114.12,300618.51,113087.12,27845.57,434016.71,180670.46,0.2939,2024,2,5,May,9,Thursday
EK1105,2024-05-10,DXB,FRA,DXB-FRA,Airbus A380,500,424,0.8464,12.56,Spring,Long-haul,Medium,550719.44,75098.11,625817.55,397457.48,162851.19,76396.94,216812.57,38681.99,43323.83,49706.36,33073.1,32492.87,383338.56,49126.13,306941.62,115465.75,28431.27,443145.67,182671.88,0.2919,2024,2,5,May,10,Friday
EK1106,2024-05-10,DXB,FRA,DXB-FRA,Airbus A380,500,423,0.8444,8.93,Spring,Long-haul,Medium,451938.92,61628.04,513566.96,314883.36,129017.9,60525.03,171768.49,30645.58,34323.05,26383.38,26201.97,25742.29,303697.73,38919.89,243172.7,91477.07,22524.5,351079.57,162487.39,0.3164,2024,2,5,May,10,Friday
EK1107,2024-05-10,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8549,10.45,Spring,Long-haul,Medium,557212.1,75983.47,633195.57,402884.92,165074.99,77440.17,219773.23,39210.21,43915.44,50385.12,33524.73,32936.58,388573.19,49796.97,311133.03,117042.48,28819.51,449197.0,183998.57,0.2906,2024,2,5,May,10,Friday
EK1108,2024-05-10,DXB,FRA,DXB-FRA,Airbus A380,500,416,0.8312,10.16,Spring,Long-haul,Medium,504116.37,68743.14,572859.51,358500.33,146889.19,68908.82,195561.49,34890.54,39077.41,44834.35,29831.41,29308.06,345765.28,44310.99,276856.46,104148.27,25644.55,399710.35,173149.16,0.3023,2024,2,5,May,10,Friday
EK1109,2024-05-13,DXB,FRA,DXB-FRA,Airbus A380,500,410,0.8188,9.56,Spring,Long-haul,Medium,567007.05,77319.14,644326.19,411072.86,168429.85,79014.01,224239.75,40007.09,44807.94,51409.11,34206.06,33605.96,396470.27,50809.01,317456.27,119421.17,29405.21,458326.15,186000.04,0.2887,2024,2,5,May,13,Monday
EK1110,2024-05-14,DXB,FRA,DXB-FRA,Airbus A380,500,438,0.8754,10.91,Spring,Long-haul,Medium,557542.31,76028.5,633570.81,403160.95,165188.09,77493.22,219923.81,39237.08,43945.52,50419.64,17599.06,32959.14,388839.42,49831.09,311346.2,117122.67,28839.25,449504.76,184066.05,0.2905,2024,2,5,May,14,Tuesday
EK1111,2024-05-14,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8546,11.93,Spring,Long-haul,Medium,445747.45,60783.74,506531.19,309707.69,126897.26,59530.19,168945.17,30141.87,33758.89,38732.3,25771.3,25319.17,298705.91,38280.17,239175.72,89973.48,22154.27,345308.94,161222.25,0.3183,2024,2,5,May,14,Tuesday
EK1112,2024-05-14,DXB,FRA,DXB-FRA,Airbus A380,500,413,0.8243,11.18,Spring,Long-haul,Medium,430609.72,58719.51,489329.23,297053.53,121712.44,57097.88,162042.34,28910.32,32379.56,26383.38,24718.32,24284.67,286501.27,36716.11,229403.38,86297.3,21249.08,331200.17,158129.06,0.3232,2024,2,5,May,14,Tuesday
EK1113,2024-05-15,DXB,FRA,DXB-FRA,Airbus A380,500,427,0.8529,9.42,Spring,Long-haul,Medium,497774.43,67878.33,565652.76,353198.88,144717.01,67889.81,192669.56,34374.59,38499.54,44171.34,29390.27,28874.65,340652.16,43655.73,272762.35,102608.14,25265.32,393799.49,171853.27,0.3038,2024,2,5,May,15,Wednesday
EK1114,2024-05-16,DXB,FRA,DXB-FRA,Airbus A380,500,418,0.8353,7.58,Spring,Long-haul,Medium,424500.14,57886.38,482386.52,291946.32,119619.86,56116.2,159256.36,28413.27,31822.86,36511.05,24293.34,23867.14,281575.48,36084.85,225459.28,84813.6,20883.75,325505.88,156880.64,0.3252,2024,2,5,May,16,Thursday
EK1115,2024-05-18,DXB,FRA,DXB-FRA,Airbus A380,500,438,0.875,8.73,Spring,Long-haul,Medium,561029.57,76504.03,637533.6,406076.08,166382.51,78053.55,221514.01,39520.79,44263.28,50784.21,33790.27,33197.46,391650.99,50191.4,313597.44,117969.55,29047.78,452754.98,184778.62,0.2898,2024,2,5,May,18,Saturday
EK1116,2024-05-19,DXB,FRA,DXB-FRA,Airbus A380,500,433,0.8652,7.83,Spring,Long-haul,Medium,429662.23,58590.3,488252.53,296261.49,121387.92,56945.64,161610.28,28833.23,32293.22,37050.71,24652.42,24219.92,285737.36,36618.21,228791.72,86067.21,21192.43,330317.08,157935.45,0.3235,2024,2,5,May,19,Sunday
EK1117,2024-05-22,DXB,FRA,DXB-FRA,Airbus A380,500,421,0.8408,9.52,Spring,Long-haul,Medium,462917.97,63125.18,526043.15,324061.14,132778.34,62289.12,176774.96,31538.8,35323.45,40527.35,26965.67,26492.59,312549.48,40054.27,250260.35,94143.31,23181.02,361312.33,164730.82,0.3132,2024,2,5,May,22,Wednesday
EK1118,2024-05-23,DXB,FRA,DXB-FRA,Airbus A380,500,415,0.8289,10.83,Spring,Long-haul,Medium,517000.84,70500.11,587500.95,369270.91,151302.24,70979.08,201436.83,35938.77,40251.43,46181.33,30727.65,30188.57,356153.26,45642.24,285174.18,107277.24,26415.0,411719.02,175781.93,0.2992,2024,2,5,May,23,Thursday
EK1119,2024-05-23,DXB,FRA,DXB-FRA,Airbus A380,500,421,0.8414,10.97,Spring,Long-haul,Medium,505266.15,68899.93,574166.08,359461.47,147283.0,69093.57,196085.79,34984.08,39182.17,44954.55,29911.39,29386.63,346692.28,44429.79,277598.71,104427.49,25713.3,400781.97,173384.11,0.302,2024,2,5,May,23,Thursday
EK1120,2024-05-26,DXB,FRA,DXB-FRA,Airbus A380,500,426,0.8518,8.03,Spring,Long-haul,Medium,528329.78,72044.97,600374.75,378741.17,155182.51,72799.4,206602.85,36860.45,41283.71,47365.68,31515.69,30962.78,365287.11,46812.78,292487.71,110028.46,27092.43,422277.9,178096.85,0.2966,2024,2,5,May,26,Sunday
EK1121,2024-05-26,DXB,FRA,DXB-FRA,Airbus A380,500,431,0.8606,13.1,Spring,Long-haul,Medium,522448.71,71243.01,593691.72,373824.98,153168.19,71854.44,203921.07,36381.99,40747.83,46750.86,31106.6,30560.87,360545.56,46205.13,288691.12,108600.25,26740.77,416796.59,176895.13,0.298,2024,2,5,May,26,Sunday
EK1122,2024-05-27,DXB,FRA,DXB-FRA,Airbus A380,500,421,0.8416,8.14,Spring,Long-haul,Medium,561539.08,76573.51,638112.59,406501.99,166557.02,78135.42,221746.34,39562.24,44309.71,50837.48,33825.71,33232.28,392061.78,50244.04,313926.36,118093.28,29078.24,453229.86,184882.73,0.2897,2024,2,5,May,27,Monday
EK1123,2024-05-27,DXB,FRA,DXB-FRA,Airbus A380,500,427,0.8527,13.61,Spring,Long-haul,Medium,529038.51,72141.61,601180.12,379333.62,155425.26,72913.27,206926.03,36918.11,41348.29,47439.78,31564.99,31011.22,365858.51,46886.0,292945.23,110200.57,27134.81,422938.45,178241.67,0.2965,2024,2,5,May,27,Monday
EK1124,2024-05-29,DXB,FRA,DXB-FRA,Airbus A380,500,415,0.83,13.44,Spring,Long-haul,Medium,444304.12,60586.92,504891.04,308501.16,126402.91,59298.28,168287.01,30024.44,33627.38,38581.41,25670.9,25220.53,297542.24,38131.04,238243.96,89622.97,22067.97,343963.72,160927.32,0.3187,2024,2,5,May,29,Wednesday
EK1125,2024-05-30,DXB,FRA,DXB-FRA,Airbus A380,500,429,0.8564,8.76,Spring,Long-haul,Medium,500191.88,68207.98,568399.86,355219.71,145545.01,68278.24,193771.92,34571.26,38719.81,44424.07,29558.43,29039.86,342601.2,43905.5,274322.96,103195.22,25409.88,396052.62,172347.24,0.3032,2024,2,5,May,30,Thursday
EK1126,2024-05-31,DXB,FRA,DXB-FRA,Airbus A380,500,427,0.8531,9.58,Spring,Long-haul,Medium,562782.75,76743.1,639525.85,407541.62,166982.99,78335.25,222313.46,39663.42,44423.03,50967.49,33912.22,33317.27,393064.47,50372.54,314729.22,118395.3,29152.61,454388.99,185136.86,0.2895,2024,2,5,May,31,Friday
EK1127,2024-05-31,DXB,FRA,DXB-FRA,Airbus A380,500,426,0.8504,9.73,Spring,Long-haul,Medium,546016.85,74456.84,620473.69,393526.42,161240.51,75641.33,214668.18,38299.41,42895.34,49214.74,32745.99,32171.5,379547.13,48640.25,303905.8,114323.73,28150.06,438762.72,181710.97,0.2929,2024,2,5,May,31,Friday
EK1128,2024-05-31,DXB,FRA,DXB-FRA,Airbus A380,500,426,0.8504,8.34,Spring,Long-haul,Medium,413976.33,56451.32,470427.65,283149.1,116015.35,54425.25,154457.49,27557.09,30863.94,35410.86,23561.31,23147.96,273090.76,34997.5,218665.51,82257.91,20254.46,315697.41,154730.24,0.3289,2024,2,5,May,31,Friday
EK1129,2024-06-01,DXB,FRA,DXB-FRA,Airbus A380,500,424,0.8472,11.28,Summer,Long-haul,Low,539310.48,73542.34,612852.82,387920.33,158943.51,74563.76,211610.07,37753.8,42284.26,48513.64,32279.5,31713.19,374140.19,47947.33,299576.43,112695.1,27749.05,432512.21,180340.61,0.2943,2024,2,6,June,1,Saturday
EK1130,2024-06-05,DXB,FRA,DXB-FRA,Airbus A380,500,422,0.8434,11.81,Summer,Long-haul,Low,441370.19,60186.84,501557.03,306048.59,125398.01,58826.86,166949.13,29785.75,33360.04,38274.69,17599.06,25020.03,295176.79,37827.9,236349.93,88910.47,21892.53,341229.22,160327.81,0.3197,2024,2,6,June,5,Wednesday
EK1131,2024-06-06,DXB,FRA,DXB-FRA,Airbus A380,500,426,0.8512,14.07,Summer,Long-haul,Low,540725.79,73735.33,614461.12,389103.43,159428.27,74791.17,212255.45,37868.95,42413.22,48661.6,32377.95,31809.92,375281.27,48093.56,300490.1,113038.81,27833.68,433831.32,180629.8,0.294,2024,2,6,June,6,Thursday
EK1132,2024-06-08,DXB,FRA,DXB-FRA,Airbus A380,500,433,0.866,10.31,Summer,Long-haul,Low,484727.34,66099.18,550826.52,342292.35,140248.25,65793.42,186720.06,33313.12,37310.7,42807.36,28482.72,27983.02,330133.06,42307.67,264339.64,99439.68,24485.15,381639.25,169187.27,0.3072,2024,2,6,June,8,Saturday
EK1133,2024-06-08,DXB,FRA,DXB-FRA,Airbus A380,500,422,0.8433,10.45,Summer,Long-haul,Low,529979.23,72269.9,602249.13,380120.01,155747.47,73064.43,207355.0,36994.65,41434.01,47538.12,31630.42,31075.5,366616.96,46983.2,293552.53,110429.03,27191.07,423815.24,178433.89,0.2963,2024,2,6,June,8,Saturday
EK1134,2024-06-08,DXB,FRA,DXB-FRA,Airbus A380,500,436,0.8718,9.51,Summer,Long-haul,Low,452493.87,61703.71,514197.58,315347.27,129207.98,60614.19,172021.55,30690.73,34373.62,39437.59,17599.06,25780.21,304145.15,38977.23,243530.95,91611.83,22557.69,351596.79,162600.79,0.3162,2024,2,6,June,8,Saturday
EK1135,2024-06-08,DXB,FRA,DXB-FRA,Airbus A380,500,425,0.8495,10.19,Summer,Long-haul,Low,519806.16,70882.66,590688.82,371615.98,152263.09,71429.84,202716.06,36167.01,40507.05,46474.6,30922.79,30380.28,358415.02,45932.1,286985.19,107958.51,26582.75,414333.66,176355.16,0.2986,2024,2,6,June,8,Saturday
EK1136,2024-06-09,DXB,FRA,DXB-FRA,Airbus A380,500,427,0.8535,8.13,Summer,Long-haul,Low,473788.69,64607.55,538396.24,333148.36,136501.66,64035.82,181732.02,32423.2,36313.98,41663.81,27721.83,27235.49,321313.89,41177.46,257278.08,96783.25,23831.05,371444.14,166952.1,0.3101,2024,2,6,June,9,Sunday
EK1137,2024-06-09,DXB,FRA,DXB-FRA,Airbus A380,500,417,0.8332,14.44,Summer,Long-haul,Low,441144.06,60156.01,501300.07,305859.56,125320.56,58790.52,166846.02,29767.35,33339.44,38251.05,25451.09,25004.58,294994.48,37804.54,236203.95,88855.55,21879.01,341018.47,160281.6,0.3197,2024,2,6,June,9,Sunday
EK1138,2024-06-09,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8557,11.09,Summer,Long-haul,Low,440968.14,60132.02,501100.16,305712.5,125260.3,58762.26,166765.8,29753.04,33323.41,38232.66,25438.85,24992.55,294852.64,37786.36,236090.38,88812.83,21868.49,340854.5,160245.66,0.3198,2024,2,6,June,9,Sunday
EK1139,2024-06-10,DXB,FRA,DXB-FRA,Airbus A380,500,421,0.8404,7.9,Summer,Long-haul,Low,570632.96,77813.58,648446.54,414103.89,169671.76,79596.61,225893.17,40302.08,45138.33,51788.17,34458.28,33853.75,399393.63,51183.64,319797.02,120301.71,29622.03,461705.6,186740.94,0.288,2024,2,6,June,10,Monday
EK1140,2024-06-11,DXB,FRA,DXB-FRA,Airbus A380,500,434,0.8678,8.72,Summer,Long-haul,Low,470041.72,64096.6,534138.32,330016.13,135218.29,63433.76,180023.4,32118.36,35972.56,41272.09,27461.2,26979.42,318292.93,40790.32,254859.17,95873.3,23606.99,367951.86,166186.46,0.3111,2024,2,6,June,11,Tuesday
EK1141,2024-06-11,DXB,FRA,DXB-FRA,Airbus A380,500,421,0.8417,9.07,Summer,Long-haul,Low,494753.57,67466.4,562219.97,350673.64,143682.34,67404.42,191292.04,34128.82,38224.28,43855.54,29180.14,28668.21,338216.62,43343.6,270812.2,101874.53,25084.68,390983.97,171236.0,0.3046,2024,2,6,June,11,Tuesday
EK1142,2024-06-13,DXB,FRA,DXB-FRA,Airbus A380,500,430,0.8595,13.64,Summer,Long-haul,Low,447101.7,60968.41,508070.11,310839.76,127361.11,59747.79,169562.71,30252.04,33882.29,38873.88,25865.5,25411.72,299797.76,38420.1,240049.97,90302.35,22235.25,346571.14,161498.97,0.3179,2024,2,6,June,13,Thursday
EK1143,2024-06-15,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.8543,12.09,Summer,Long-haul,Low,497191.35,67798.82,564990.17,352711.46,144517.3,67796.12,192403.67,34327.15,38446.41,44110.39,29349.71,28834.81,340182.05,43595.48,272385.93,102466.54,25230.45,393256.04,171734.13,0.304,2024,2,6,June,15,Saturday
EK1144,2024-06-17,DXB,FRA,DXB-FRA,Airbus A380,500,428,0.855,9.32,Summer,Long-haul,Low,527492.43,71930.79,599423.22,378041.2,154895.71,72664.85,206221.02,36792.33,41207.41,47278.15,31457.44,30905.56,364612.0,46726.26,291947.15,109825.11,27042.36,421497.47,177925.75,0.2968,2024,2,6,June,17,Monday
EK1145,2024-06-18,DXB,FRA,DXB-FRA,Airbus A380,500,422,0.8422,13.46,Summer,Long-haul,Low,487408.82,66464.84,553873.66,344533.9,141166.69,66224.28,187942.82,33531.28,37555.03,43087.69,28669.24,28166.28,332294.99,42584.73,266070.71,100090.87,24645.49,384138.47,169735.19,0.3065,2024,2,6,June,18,Tuesday
EK1146,2024-06-18,DXB,FRA,DXB-FRA,Airbus A380,500,427,0.8534,9.93,Summer,Long-haul,Low,519519.74,70843.6,590363.34,371376.55,152164.99,71383.81,202585.46,36143.7,40480.95,46444.66,30902.87,30360.71,358184.1,45902.5,286800.29,107888.95,26565.62,414066.71,176296.63,0.2986,2024,2,6,June,18,Tuesday
EK1147,2024-06-19,DXB,FRA,DXB-FRA,Airbus A380,500,430,0.8589,13.45,Summer,Long-haul,Low,552755.95,75375.81,628131.76,399159.86,163548.71,76724.16,217741.22,38847.68,43509.4,49919.26,33214.76,32632.05,384980.46,49336.55,308256.3,115960.31,28553.04,445043.74,183088.02,0.2915,2024,2,6,June,19,Wednesday
EK1148,2024-06-20,DXB,FRA,DXB-FRA,Airbus A380,500,434,0.8666,12.26,Summer,Long-haul,Low,509088.58,69421.17,578509.75,362656.78,148592.22,69707.75,197828.83,35295.06,39530.47,45354.16,30177.28,29647.85,349774.08,44824.73,280066.33,105355.76,25941.87,404344.59,174165.16,0.3011,2024,2,6,June,20,Thursday
